NU_ANO_CENSO,CO_ESCOLA,NO_ESCOLA_x,NU_LATITUDE,NU_LONGITUDE,TP_SITUACAO_FUNCIONAMENTO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,NU_CNPJ_ESCOLA_PRIVADA,NU_CNPJ_MANTENEDORA,CO_ESCOLA_SEDE_VINCULADA,CO_IES_OFERTANTE,TP_REGULAMENTACAO,IN_LOCAL_FUNC_PREDIO_ESCOLAR,TP_OCUPACAO_PREDIO_ESCOLAR,IN_LOCAL_FUNC_SALAS_EMPRESA,IN_LOCAL_FUNC_SOCIOEDUCATIVO,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_LOCAL_FUNC_TEMPLO_IGREJA,IN_LOCAL_FUNC_CASA_PROFESSOR,IN_LOCAL_FUNC_GALPAO,TP_OCUPACAO_GALPAO,IN_LOCAL_FUNC_SALAS_OUTRA_ESC,IN_LOCAL_FUNC_OUTROS,IN_PREDIO_COMPARTILHADO,IN_AGUA_FILTRADA,IN_AGUA_REDE_PUBLICA,IN_AGUA_POCO_ARTESIANO,IN_AGUA_CACIMBA,IN_AGUA_FONTE_RIO,IN_AGUA_INEXISTENTE,IN_ENERGIA_REDE_PUBLICA,IN_ENERGIA_GERADOR,IN_ENERGIA_OUTROS,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_REDE_PUBLICA,IN_ESGOTO_FOSSA,IN_ESGOTO_INEXISTENTE,IN_LIXO_COLETA_PERIODICA,IN_LIXO_QUEIMA,IN_LIXO_JOGA_OUTRA_AREA,IN_LIXO_RECICLA,IN_LIXO_ENTERRA,IN_LIXO_OUTROS,IN_SALA_DIRETORIA,IN_SALA_PROFESSOR,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_SALA_ATENDIMENTO_ESPECIAL,IN_QUADRA_ESPORTES_COBERTA,IN_QUADRA_ESPORTES_DESCOBERTA,IN_QUADRA_ESPORTES,IN_COZINHA,IN_BIBLIOTECA,IN_SALA_LEITURA,IN_BIBLIOTECA_SALA_LEITURA,IN_PARQUE_INFANTIL,IN_BERCARIO,IN_BANHEIRO_FORA_PREDIO,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_EI,IN_BANHEIRO_PNE,IN_DEPENDENCIAS_PNE,IN_SECRETARIA,IN_BANHEIRO_CHUVEIRO,IN_REFEITORIO,IN_DESPENSA,IN_ALMOXARIFADO,IN_AUDITORIO,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_ALOJAM_ALUNO,IN_ALOJAM_PROFESSOR,IN_AREA_VERDE,IN_LAVANDERIA,IN_DEPENDENCIAS_OUTRAS,NU_SALAS_EXISTENTES,NU_SALAS_UTILIZADAS,IN_EQUIP_TV,IN_EQUIP_VIDEOCASSETE,IN_EQUIP_DVD,IN_EQUIP_PARABOLICA,IN_EQUIP_COPIADORA,IN_EQUIP_RETROPROJETOR,IN_EQUIP_IMPRESSORA,IN_EQUIP_IMPRESSORA_MULT,IN_EQUIP_SOM,IN_EQUIP_MULTIMIDIA,IN_EQUIP_FAX,IN_EQUIP_FOTO,IN_COMPUTADOR,NU_EQUIP_TV,NU_EQUIP_VIDEOCASSETE,NU_EQUIP_DVD,NU_EQUIP_PARABOLICA,NU_EQUIP_COPIADORA,NU_EQUIP_RETROPROJETOR,NU_EQUIP_IMPRESSORA,NU_EQUIP_IMPRESSORA_MULT,NU_EQUIP_SOM,NU_EQUIP_MULTIMIDIA,NU_EQUIP_FAX,NU_EQUIP_FOTO,NU_COMPUTADOR,NU_COMP_ADMINISTRATIVO,NU_COMP_ALUNO,IN_INTERNET,IN_BANDA_LARGA,NU_FUNCIONARIOS,IN_ALIMENTACAO,TP_AEE,TP_ATIVIDADE_COMPLEMENTAR,IN_FUNDAMENTAL_CICLOS,TP_LOCALIZACAO_DIFERENCIADA,IN_MATERIAL_ESP_QUILOMBOLA,IN_MATERIAL_ESP_INDIGENA,IN_MATERIAL_ESP_NAO_UTILIZA,IN_EDUCACAO_INDIGENA,TP_INDIGENA_LINGUA,CO_LINGUA_INDIGENA,IN_BRASIL_ALFABETIZADO,IN_FINAL_SEMANA,IN_FORMACAO_ALTERNANCIA,IN_MEDIACAO_PRESENCIAL,IN_MEDIACAO_SEMIPRESENCIAL,IN_MEDIACAO_EAD,IN_ESPECIAL_EXCLUSIVA,IN_REGULAR,IN_EJA,IN_PROFISSIONALIZANTE,IN_COMUM_CRECHE,IN_COMUM_PRE,IN_COMUM_FUND_AI,IN_COMUM_FUND_AF,IN_COMUM_MEDIO_MEDIO,IN_COMUM_MEDIO_INTEGRADO,IN_COMUM_MEDIO_NORMAL,IN_ESP_EXCLUSIVA_CRECHE,IN_ESP_EXCLUSIVA_PRE,IN_ESP_EXCLUSIVA_FUND_AI,IN_ESP_EXCLUSIVA_FUND_AF,IN_ESP_EXCLUSIVA_MEDIO_MEDIO,IN_ESP_EXCLUSIVA_MEDIO_INTEGR,IN_ESP_EXCLUSIVA_MEDIO_NORMAL,IN_COMUM_EJA_FUND,IN_COMUM_EJA_MEDIO,IN_COMUM_EJA_PROF,IN_ESP_EXCLUSIVA_EJA_FUND,IN_ESP_EXCLUSIVA_EJA_MEDIO,IN_ESP_EXCLUSIVA_EJA_PROF,IN_COMUM_PROF,IN_ESP_EXCLUSIVA_PROF,NU_ANO,CO_UF_ESCOLA,SG_UF_ESCOLA,CO_MUNICIPIO_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_y,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,NU_MEDIA_OBJ,NU_MEDIA_TOT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA,NU_MEDIA_TOTAL
2015,25071882,ESCOLA SANTO ONOFRE,-7.2430138515146,-35.922714926767,1,2015-01-26 00:00:00.000,2015-12-30 00:00:00.000,2,2503,25017,25,2504009,250400905,4,1,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,24108748000170.0,24108748000170.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,4.0,0.0,3.0,0.0,2.0,3.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,ESCOLA SANTO ONOFRE,4.0,1.0,47.0,0.0,46.0,97.87,595.87,504.67,530.55,488.87,640.87,,,Grupo 3,67.7,80.43,96.0,4.0,0.0,De 31 a 60 alunos,552.1659999999999
2015,25072005,EEEFM ADEMAR VELOSO SILVEIRA,-7.217903127997698,-35.915367015177004,1,2015-02-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,9.0,1.0,0.0,96.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM ADEMAR VELOSO SILVEIRA,2.0,1.0,104.0,3.0,73.0,70.19,556.67,456.82,504.07,459.42,557.53,,,Grupo 3,69.1,61.64,63.5,10.7,25.8,Maior que 90 alunos,506.90200000000004
2015,25072013,EEEFM PROF RAUL CORDULA,-7.252552739603101,-35.906546570822,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,36.0,4.0,32.0,1.0,1.0,122.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM PROF RAUL CORDULA,2.0,1.0,141.0,0.0,121.0,85.82,561.3,468.27,506.28,458.6,569.92,,,Grupo 3,87.7,63.64,74.8,11.9,13.3,Maior que 90 alunos,512.874
2015,25072021,EEEFM SEN ARGEMIRO DE FIGUEIREDO,,,1,2015-01-09 00:00:00.000,2015-12-23 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,23.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,10.0,5.0,0.0,1.0,0.0,97.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM SEN ARGEMIRO DE FIGUEIREDO,2.0,1.0,101.0,1.0,83.0,82.18,545.64,460.98,495.19,448.28,556.14,,,Grupo 3,52.6,48.19,70.6,12.9,16.5,Maior que 90 alunos,501.246
2015,25072030,EEEFM NENZINHA CUNHA LIMA,-7.230400790141599,-35.866507225202,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,22.0,1.0,0.0,43.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM NENZINHA CUNHA LIMA,2.0,1.0,59.0,1.0,36.0,61.02,538.1,464.52,488.8,437.85,553.75,,,Grupo 2,92.7,75.0,74.9,8.1,17.0,De 31 a 60 alunos,496.604
2015,25072099,EEEFM ASSIS CHATEAUBRIAND,-7.2068389999999996,-35.870503,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,121.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM ASSIS CHATEAUBRIAND,2.0,1.0,73.0,1.0,51.0,69.86,552.1,462.68,496.41,435.02,506.67,,,Grupo 2,82.0,68.63,69.1,11.6,19.3,De 61 a 90 alunos,490.576
2015,25072102,EEEFM DEP ALVARO GAUDENCIO DE QUEIROZ,-7.245810349810999,-35.922202624841994,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,55.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM DEP ALVARO GAUDENCIO DE QUEIROZ,2.0,1.0,98.0,0.0,90.0,91.84,556.49,474.38,503.54,467.85,565.78,,,Grupo 3,85.2,44.44,67.5,23.4,9.1,Maior que 90 alunos,513.608
2015,25072110,EEEFM FELIX ARAUJO,-7.249441058015,-35.895327329635,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,124.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM FELIX ARAUJO,2.0,1.0,156.0,0.0,139.0,89.1,549.64,464.82,487.76,448.7,525.48,,,Grupo 3,87.9,72.66,80.7,9.5,9.8,Maior que 90 alunos,495.28000000000003
2015,25072129,EEEFM SAO SEBASTIAO,-7.2139426804608995,-35.880958671792996,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,78.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM SAO SEBASTIAO,2.0,1.0,59.0,0.0,46.0,77.97,537.45,454.58,501.0,427.32,543.48,,,Grupo 3,96.6,73.91,86.5,3.7,9.8,De 31 a 60 alunos,492.76599999999996
2015,25072137,EEEFM PROF ANESIO LEAO,,,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,2,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,20.0,2.0,20.0,1.0,0.0,74.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM PROF ANESIO LEAO,2.0,2.0,104.0,0.0,56.0,53.85,543.29,438.88,487.5,445.67,541.07,,,Grupo 3,40.5,91.07,74.0,9.0,17.0,Maior que 90 alunos,491.28200000000004
2015,25072145,EEEFM DOM LUIZ GONZAGA FERNANDES,-7.221926472284899,-35.887041546865,1,2015-02-09 00:00:00.000,2015-12-23 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,14.0,2.0,12.0,1.0,1.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM DOM LUIZ GONZAGA FERNANDES,2.0,1.0,39.0,0.0,33.0,84.62,539.47,456.64,493.78,449.4,578.79,,,Grupo 3,69.3,81.82,64.7,21.4,13.9,De 31 a 60 alunos,503.616
2015,25072153,EEEFM SEVERINO CABRAL,-7.2262107847385995,-35.918872347821996,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,25.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM SEVERINO CABRAL,2.0,1.0,115.0,6.0,83.0,72.17,547.74,457.82,492.41,441.88,546.99,,,Grupo 3,74.4,63.86,79.0,17.0,4.0,Maior que 90 alunos,497.36800000000005
2015,25072218,EEEFM CLEMENTINO PROCOPIO,-7.2251291527598,-35.890353582803996,1,2015-01-09 00:00:00.000,2015-12-21 00:00:00.000,2,2503,25017,25,2504009,250400905,2,1,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,13.0,3.0,10.0,1.0,1.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,25.0,PB,2504009.0,Campina Grande,EEEFM CLEMENTINO PROCOPIO,2.0,1.0,81.0,0.0,68.0,83.95,544.37,458.26,488.42,455.2,538.53,,,Grupo 3,80.7,69.12,75.1,14.5,10.4,De 61 a 90 alunos,496.95599999999996
